"uuid:ID","id"
"a890c959-086e-483a-b3ee-3bf5ff9b493d","StudyCell_1"
"f5d327d2-6e5e-465e-a7ca-966ae5408107","StudyCell_2"
"1de4a0e7-5ecb-467d-8f09-c663af494d02","StudyCell_3"
"e7506de6-0ad4-4a6f-adee-281e48a4e887","StudyCell_4"
"68c56390-ce59-44ba-851c-50f65fd3a4a6","StudyCell_5"
"b70b5204-6f8a-41bf-a1a0-9a4677c8685f","StudyCell_6"
"2bdc955b-dff6-4a6d-8e5c-e52dac59d338","StudyCell_7"
"7f76b814-552e-49a9-a5f9-e3fcba61efcc","StudyCell_8"
"97765452-a155-4afd-8371-fea165ea6076","StudyCell_9"
"ad8ded1e-0732-4447-8ab8-efa2869b2463","StudyCell_10"
"577b80e3-bdf7-474f-a31f-8396b652d173","StudyCell_11"
"d809d901-22f6-4550-90bc-e6bc525462e8","StudyCell_12"
"a6a3b278-9356-479d-92cd-a51b95c2a978","StudyCell_13"
"7f0e31b2-ea03-4bdb-8f96-1a4177d22e16","StudyCell_14"
"a964000c-217a-4fc4-9a1e-6602b817308b","StudyCell_15"
